Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,FullTimeResult,HT_HomeGoals,HT_AwayGoals,HalfTimeResult,Referee,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget,HomeFouls,AwayFouls,HomeCorners,AwayCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,ResultCode,GoalDiff,TotalGoals,ShotDiff,ShotOnTargetDiff,CornerDiff,YellowCardDiff,RedCardDiff,FoulDiff,Month,MonthName
2022-12-30,West Ham,Brentford,0,2,A,0,2,A,D England,20,9,5,6,9,5,8,1,1,0,0,0,-1,-2,2,11,-1,7,1,0,4,12,Dec
2022-12-30,Liverpool,Leicester,2,1,H,2,1,H,C Pawson,21,7,5,2,8,15,4,5,0,1,0,0,1,1,3,14,3,-1,-1,0,-7,12,Dec
2022-12-31,Wolves,Man United,0,1,A,0,0,D,R Jones,10,16,3,6,11,11,7,5,1,3,0,0,-1,-1,1,-6,-3,2,-2,0,0,12,Dec
2022-12-31,Bournemouth,Crystal Palace,0,2,A,0,2,A,A Marriner,6,15,2,6,17,11,2,7,4,1,0,0,-1,-2,2,-9,-4,-5,3,0,6,12,Dec
2022-12-31,Fulham,Southampton,2,1,H,1,0,H,G Scott,8,9,2,3,8,13,4,4,0,1,0,0,1,1,3,-1,-1,0,-1,0,-5,12,Dec
2022-12-31,Man City,Everton,1,1,D,1,0,H,A Madley,16,2,3,1,13,14,7,1,3,4,0,0,0,0,2,14,2,6,-1,0,-1,12,Dec
2022-12-31,Newcastle,Leeds,0,0,D,0,0,D,S Hooper,16,8,5,1,13,19,9,3,3,5,0,0,0,0,0,8,4,6,-2,0,-6,12,Dec
2022-12-31,Brighton,Arsenal,2,4,A,0,2,A,A Taylor,9,14,5,7,7,11,7,4,3,3,0,0,-1,-2,6,-5,-2,3,0,0,-4,12,Dec
2023-01-01,Tottenham,Aston Villa,0,2,A,0,0,D,J Brooks,6,13,2,4,15,10,5,3,4,3,0,0,-1,-2,2,-7,-2,2,1,0,5,1,Jan
2023-01-01,Nott'm Forest,Chelsea,1,1,D,0,1,A,P Bankes,12,7,5,2,16,14,1,2,2,2,0,0,0,0,2,5,3,-1,0,0,2,1,Jan
2023-01-02,Brentford,Liverpool,3,1,H,2,0,H,S Attwell,10,16,7,6,5,8,4,9,1,3,0,0,1,2,4,-6,1,-5,-2,0,-3,1,Jan
2023-01-03,Arsenal,Newcastle,0,0,D,0,0,D,A Madley,17,8,4,1,10,16,5,5,4,4,0,0,0,0,0,9,3,0,0,0,-6,1,Jan
2023-01-03,Everton,Brighton,1,4,A,0,1,A,A Marriner,10,19,4,8,8,10,5,2,3,1,0,0,-1,-3,5,-9,-4,3,2,0,-2,1,Jan
2023-01-03,Leicester,Fulham,0,1,A,0,1,A,D Bond,15,11,6,2,12,11,6,3,2,6,0,0,-1,-1,1,4,4,3,-4,0,1,1,Jan
2023-01-03,Man United,Bournemouth,3,0,H,1,0,H,M Salisbury,18,7,6,4,13,7,6,5,0,3,0,0,1,3,3,11,2,1,-3,0,6,1,Jan
2023-01-04,Southampton,Nott'm Forest,0,1,A,0,1,A,T Bramall,8,11,0,1,14,17,6,2,2,2,0,0,-1,-1,1,-3,-1,4,0,0,-3,1,Jan
2023-01-04,Leeds,West Ham,2,2,D,1,1,D,D Coote,14,15,6,2,11,18,8,1,3,1,0,0,0,0,4,-1,4,7,2,0,-7,1,Jan
2023-01-04,Aston Villa,Wolves,1,1,D,0,1,A,J Gillett,13,10,4,3,6,12,7,8,1,3,0,0,0,0,2,3,1,-1,-2,0,-6,1,Jan
2023-01-04,Crystal Palace,Tottenham,0,4,A,0,0,D,M Oliver,19,14,4,6,11,8,10,4,1,2,0,0,-1,-4,4,5,-2,6,-1,0,3,1,Jan
2023-01-05,Chelsea,Man City,0,1,A,0,0,D,P Tierney,8,12,2,3,9,9,3,2,2,0,0,0,-1,-1,1,-4,-1,1,2,0,0,1,Jan
2023-01-12,Fulham,Chelsea,2,1,H,1,0,H,D Coote,8,20,3,10,12,16,5,7,4,3,0,1,1,1,3,-12,-7,-2,1,-1,-4,1,Jan
2023-01-13,Aston Villa,Leeds,2,1,H,1,0,H,M Oliver,11,16,5,4,12,8,0,11,2,2,0,0,1,1,3,-5,1,-11,0,0,4,1,Jan
2023-01-14,Man United,Man City,2,1,H,0,0,D,S Attwell,8,5,4,1,15,5,1,2,3,0,0,0,1,1,3,3,3,-1,3,0,10,1,Jan
2023-01-14,Brighton,Liverpool,3,0,H,0,0,D,D England,16,6,9,2,8,15,7,1,1,3,0,0,1,3,3,10,7,6,-2,0,-7,1,Jan
2023-01-14,Everton,Southampton,1,2,A,1,0,H,J Brooks,12,13,4,5,7,19,6,4,0,3,0,0,-1,-1,3,-1,-1,2,-3,0,-12,1,Jan
2023-01-14,Nott'm Forest,Leicester,2,0,H,0,0,D,P Tierney,15,6,5,1,11,12,3,5,1,2,0,0,1,2,2,9,4,-2,-1,0,-1,1,Jan
2023-01-14,Wolves,West Ham,1,0,H,0,0,D,S Hooper,17,16,4,4,10,7,4,3,0,2,0,0,1,1,1,1,0,1,-2,0,3,1,Jan
2023-01-14,Brentford,Bournemouth,2,0,H,1,0,H,J Gillett,12,7,4,2,5,9,5,3,1,1,0,0,1,2,2,5,2,2,0,0,-4,1,Jan
2023-01-15,Chelsea,Crystal Palace,1,0,H,0,0,D,P Bankes,15,10,5,5,10,17,11,7,2,5,0,0,1,1,1,5,0,4,-3,0,-7,1,Jan
2023-01-15,Newcastle,Fulham,1,0,H,0,0,D,R Jones,20,5,5,0,6,14,10,5,1,3,0,0,1,1,1,15,5,5,-2,0,-8,1,Jan
2023-01-15,Tottenham,Arsenal,0,2,A,0,2,A,C Pawson,17,14,7,5,16,15,4,3,4,2,0,0,-1,-2,2,3,2,1,2,0,1,1,Jan
2023-01-18,Crystal Palace,Man United,1,1,D,0,1,A,R Jones,10,15,5,4,9,10,3,3,1,2,0,0,0,0,2,-5,1,0,-1,0,-1,1,Jan
2023-01-19,Man City,Tottenham,4,2,H,0,2,A,S Hooper,16,9,6,3,10,14,8,3,1,2,0,0,1,2,6,7,3,5,-1,0,-4,1,Jan
2023-01-21,Liverpool,Chelsea,0,0,D,0,0,D,M Oliver,15,11,3,2,16,9,5,5,3,1,0,0,0,0,0,4,1,0,2,0,7,1,Jan
2023-01-21,Bournemouth,Nott'm Forest,1,1,D,1,0,H,A Madley,16,20,4,5,10,7,4,6,1,2,0,0,0,0,2,-4,-1,-2,-1,0,3,1,Jan
2023-01-21,Leicester,Brighton,2,2,D,1,1,D,T Bramall,9,13,2,4,9,9,5,6,0,1,0,0,0,0,4,-4,-2,-1,-1,0,0,1,Jan
2023-01-21,Southampton,Aston Villa,0,1,A,0,0,D,M Salisbury,8,16,5,5,19,9,2,2,1,2,0,0,-1,-1,1,-8,0,0,-1,0,10,1,Jan
2023-01-21,West Ham,Everton,2,0,H,2,0,H,S Attwell,11,5,4,2,9,6,4,9,1,1,0,0,1,2,2,6,2,-5,0,0,3,1,Jan
2023-01-21,Crystal Palace,Newcastle,0,0,D,0,0,D,C Pawson,6,16,1,7,13,7,3,15,4,2,0,0,0,0,0,-10,-6,-12,2,0,6,1,Jan
2023-01-22,Leeds,Brentford,0,0,D,0,0,D,P Bankes,9,6,5,0,10,18,2,3,2,2,0,0,0,0,0,3,5,-1,0,0,-8,1,Jan
2023-01-22,Man City,Wolves,3,0,H,1,0,H,D Coote,13,10,7,1,10,10,5,7,1,2,0,0,1,3,3,3,6,-2,-1,0,0,1,Jan
2023-01-22,Arsenal,Man United,3,2,H,1,1,D,A Taylor,25,6,5,4,8,9,12,4,1,2,0,0,1,1,5,19,1,8,-1,0,-1,1,Jan
2023-01-23,Fulham,Tottenham,0,1,A,0,1,A,P Tierney,10,10,5,3,10,10,3,8,1,3,0,0,-1,-1,1,0,2,-5,-2,0,0,1,Jan
2023-02-03,Chelsea,Fulham,0,0,D,0,0,D,S Attwell,12,10,3,4,16,12,6,2,1,4,0,0,0,0,0,2,-1,4,-3,0,4,2,Feb
2023-02-04,Everton,Arsenal,1,0,H,0,0,D,D Coote,12,15,4,3,13,8,7,5,4,1,0,0,1,1,1,-3,1,2,3,0,5,2,Feb
2023-02-04,Aston Villa,Leicester,2,4,A,2,3,A,D England,19,9,4,5,10,10,11,3,0,2,0,0,-1,-2,6,10,-1,8,-2,0,0,2,Feb
2023-02-04,Brentford,Southampton,3,0,H,2,0,H,D Bond,14,14,4,6,10,9,4,4,1,2,0,0,1,3,3,0,-2,0,-1,0,1,2,Feb
2023-02-04,Brighton,Bournemouth,1,0,H,0,0,D,C Pawson,20,12,6,2,14,7,7,3,3,1,0,0,1,1,1,8,4,4,2,0,7,2,Feb
2023-02-04,Man United,Crystal Palace,2,1,H,1,0,H,A Marriner,14,10,5,3,9,9,5,5,1,2,1,0,1,1,3,4,2,0,-1,1,0,2,Feb
2023-02-04,Wolves,Liverpool,3,0,H,2,0,H,P Tierney,12,22,6,4,9,7,2,7,1,1,0,0,1,3,3,-10,2,-5,0,0,2,2,Feb
2023-02-04,Newcastle,West Ham,1,1,D,1,1,D,P Bankes,8,10,2,1,11,13,4,2,2,1,0,0,0,0,2,-2,1,2,1,0,-2,2,Feb
2023-02-05,Nott'm Forest,Leeds,1,0,H,1,0,H,R Jones,6,10,2,4,15,14,0,2,4,2,0,0,1,1,1,-4,-2,-2,2,0,1,2,Feb
2023-02-05,Tottenham,Man City,1,0,H,1,0,H,A Madley,12,15,3,5,19,14,4,6,2,3,1,0,1,1,1,-3,-2,-2,-1,1,5,2,Feb
2023-02-08,Man United,Leeds,2,2,D,0,1,A,S Hooper,24,8,7,2,7,11,6,5,1,3,0,0,0,0,4,16,5,1,-2,0,-4,2,Feb
2023-02-11,West Ham,Chelsea,1,1,D,1,1,D,C Pawson,10,12,2,4,9,11,5,6,1,1,0,0,0,0,2,-2,-2,-1,0,0,-2,2,Feb
2023-02-11,Arsenal,Brentford,1,1,D,0,0,D,P Bankes,23,9,7,2,9,9,7,4,0,2,0,0,0,0,2,14,5,3,-2,0,0,2,Feb
2023-02-11,Crystal Palace,Brighton,1,1,D,0,0,D,M Oliver,6,17,1,7,10,11,1,6,4,1,0,0,0,0,2,-11,-6,-5,3,0,-1,2,Feb
2023-02-11,Fulham,Nott'm Forest,2,0,H,1,0,H,A Madley,16,10,3,1,9,11,5,4,0,1,0,0,1,2,2,6,2,1,-1,0,-2,2,Feb
2023-02-11,Leicester,Tottenham,4,1,H,3,1,H,M Salisbury,15,11,7,4,14,9,1,5,5,2,0,0,1,3,5,4,3,-4,3,0,5,2,Feb
2023-02-11,Southampton,Wolves,1,2,A,1,0,H,J Gillett,17,11,2,2,12,14,5,2,2,2,0,1,-1,-1,3,6,0,3,0,-1,-2,2,Feb
2023-02-11,Bournemouth,Newcastle,1,1,D,1,1,D,S Attwell,11,15,5,7,8,10,4,6,2,3,0,0,0,0,2,-4,-2,-2,-1,0,-2,2,Feb
2023-02-12,Leeds,Man United,0,2,A,0,0,D,P Tierney,16,11,6,5,10,13,7,3,2,1,0,0,-1,-2,2,5,1,4,1,0,-3,2,Feb
2023-02-12,Man City,Aston Villa,3,1,H,3,0,H,R Jones,17,6,9,2,13,14,8,4,1,2,0,0,1,2,4,11,7,4,-1,0,-1,2,Feb
2023-02-13,Liverpool,Everton,2,0,H,1,0,H,S Hooper,15,6,6,1,8,16,3,3,1,3,0,0,1,2,2,9,5,0,-2,0,-8,2,Feb
2023-02-15,Arsenal,Man City,1,3,A,1,1,D,A Taylor,10,9,1,6,11,15,1,3,2,3,0,0,-1,-2,4,1,-5,-2,-1,0,-4,2,Feb
2023-02-18,Aston Villa,Arsenal,2,4,A,2,1,H,S Hooper,7,20,5,5,13,4,2,9,2,1,0,0,-1,-2,6,-13,0,-7,1,0,9,2,Feb
2023-02-18,Brentford,Crystal Palace,1,1,D,0,0,D,P Tierney,12,10,5,4,10,8,2,6,2,2,0,0,0,0,2,2,1,-4,0,0,2,2,Feb
2023-02-18,Brighton,Fulham,0,1,A,0,0,D,D England,21,5,7,2,12,14,10,2,0,5,0,0,-1,-1,1,16,5,8,-5,0,-2,2,Feb
2023-02-18,Chelsea,Southampton,0,1,A,0,1,A,D Coote,17,8,5,5,16,24,8,2,3,6,0,0,-1,-1,1,9,0,6,-3,0,-8,2,Feb
2023-02-18,Everton,Leeds,1,0,H,0,0,D,A Madley,15,8,6,0,8,6,6,4,2,3,0,0,1,1,1,7,6,2,-1,0,2,2,Feb
2023-02-18,Nott'm Forest,Man City,1,1,D,0,1,A,G Scott,4,26,1,6,8,6,0,10,1,0,0,0,0,0,2,-22,-5,-10,1,0,2,2,Feb
2023-02-18,Wolves,Bournemouth,0,1,A,0,0,D,M Salisbury,15,5,4,1,12,10,12,2,3,3,0,0,-1,-1,1,10,3,10,0,0,2,2,Feb
2023-02-18,Newcastle,Liverpool,0,2,A,0,2,A,A Taylor,14,13,4,7,3,8,6,7,1,1,1,0,-1,-2,2,1,-3,-1,0,1,-5,2,Feb
2023-02-19,Man United,Leicester,3,0,H,1,0,H,S Attwell,26,19,8,3,9,9,6,6,0,2,0,0,1,3,3,7,5,0,-2,0,0,2,Feb
2023-02-19,Tottenham,West Ham,2,0,H,0,0,D,M Oliver,16,6,6,1,16,10,4,7,2,1,0,0,1,2,2,10,5,-3,1,0,6,2,Feb
2023-02-24,Fulham,Wolves,1,1,D,0,1,A,M Oliver,10,8,5,2,12,17,4,3,2,0,0,0,0,0,2,2,3,1,2,0,-5,2,Feb
2023-02-25,Everton,Aston Villa,0,2,A,0,0,D,A Taylor,15,9,5,5,12,12,5,1,2,1,0,0,-1,-2,2,6,0,4,1,0,0,2,Feb
2023-02-25,Leeds,Southampton,1,0,H,0,0,D,P Bankes,14,8,4,2,15,13,9,2,2,4,0,0,1,1,1,6,2,7,-2,0,2,2,Feb
2023-02-25,Leicester,Arsenal,0,1,A,0,0,D,C Pawson,1,10,0,2,14,9,0,8,0,1,0,0,-1,-1,1,-9,-2,-8,-1,0,5,2,Feb
2023-02-25,West Ham,Nott'm Forest,4,0,H,0,0,D,J Gillett,18,8,5,3,8,5,12,3,0,0,0,0,1,4,4,10,2,9,0,0,3,2,Feb
2023-02-25,Bournemouth,Man City,1,4,A,0,3,A,P Tierney,13,20,2,5,10,9,4,6,2,2,0,0,-1,-3,5,-7,-3,-2,0,0,1,2,Feb
2023-02-25,Crystal Palace,Liverpool,0,0,D,0,0,D,D England,6,12,0,4,11,14,5,3,2,5,0,0,0,0,0,-6,-4,2,-3,0,-3,2,Feb
2023-02-26,Tottenham,Chelsea,2,0,H,0,0,D,S Attwell,8,10,3,2,10,10,4,4,2,3,0,0,1,2,2,-2,1,0,-1,0,0,2,Feb
2023-03-01,Arsenal,Everton,4,0,H,2,0,H,M Oliver,15,8,5,5,5,12,5,1,0,2,0,0,1,4,4,7,0,4,-2,0,-7,3,Mar
2023-03-01,Liverpool,Wolves,2,0,H,0,0,D,P Tierney,15,4,6,1,13,14,5,2,2,3,0,0,1,2,2,11,5,3,-1,0,-1,3,Mar
2023-03-04,Man City,Newcastle,2,0,H,1,0,H,S Hooper,11,5,3,2,8,13,8,4,2,4,0,0,1,2,2,6,1,4,-2,0,-5,3,Mar
2023-03-04,Arsenal,Bournemouth,3,2,H,0,1,A,C Kavanagh,31,4,9,4,6,8,17,1,0,2,0,0,1,1,5,27,5,16,-2,0,-2,3,Mar
2023-03-04,Aston Villa,Crystal Palace,1,0,H,1,0,H,C Pawson,8,3,1,0,14,17,2,4,2,3,0,1,1,1,1,5,1,-2,-1,-1,-3,3,Mar
2023-03-04,Brighton,West Ham,4,0,H,1,0,H,S Attwell,20,3,9,2,6,8,7,3,0,3,0,0,1,4,4,17,7,4,-3,0,-2,3,Mar
2023-03-04,Chelsea,Leeds,1,0,H,0,0,D,M Oliver,13,11,3,2,10,7,5,7,2,0,0,0,1,1,1,2,1,-2,2,0,3,3,Mar
2023-03-04,Wolves,Tottenham,1,0,H,0,0,D,T Robinson,8,21,5,6,11,18,4,8,1,1,0,0,1,1,1,-13,-1,-4,0,0,-7,3,Mar
2023-03-04,Southampton,Leicester,1,0,H,1,0,H,R Jones,11,11,5,0,12,11,3,4,4,2,0,0,1,1,1,0,5,-1,2,0,1,3,Mar
2023-03-05,Nott'm Forest,Everton,2,2,D,1,2,A,J Brooks,10,10,4,3,11,17,3,3,3,5,0,0,0,0,4,0,1,0,-2,0,-6,3,Mar
2023-03-05,Liverpool,Man United,7,0,H,1,0,H,A Madley,18,8,8,4,13,14,4,3,2,3,0,0,1,7,7,10,4,1,-1,0,-1,3,Mar
2023-03-06,Brentford,Fulham,3,2,H,1,1,D,A Taylor,14,9,6,5,12,17,2,3,0,3,0,0,1,1,5,5,1,-1,-3,0,-5,3,Mar
2023-03-11,Bournemouth,Liverpool,1,0,H,1,0,H,J Brooks,5,15,2,6,7,9,3,8,2,1,0,0,1,1,1,-10,-4,-5,1,0,-2,3,Mar
2023-03-11,Everton,Brentford,1,0,H,1,0,H,S Hooper,13,12,6,4,11,12,5,8,2,1,0,0,1,1,1,1,2,-3,1,0,-1,3,Mar
2023-03-11,Leeds,Brighton,2,2,D,1,1,D,P Tierney,12,14,4,2,12,9,4,7,1,1,0,0,0,0,4,-2,2,-3,0,0,3,3,Mar
2023-03-11,Leicester,Chelsea,1,3,A,1,2,A,A Marriner,17,12,7,6,10,11,2,5,1,2,1,0,-1,-2,4,5,1,-3,-1,1,-1,3,Mar
2023-03-11,Tottenham,Nott'm Forest,3,1,H,2,0,H,C Pawson,15,9,7,5,13,13,2,10,3,1,0,0,1,2,4,6,2,-8,2,0,0,3,Mar
2023-03-11,Crystal Palace,Man City,0,1,A,0,0,D,R Jones,4,14,0,4,11,17,2,6,2,2,0,0,-1,-1,1,-10,-4,-4,0,0,-6,3,Mar
2023-03-12,Fulham,Arsenal,0,3,A,0,3,A,D Coote,12,15,2,7,10,9,4,8,0,1,0,0,-1,-3,3,-3,-5,-4,-1,0,1,3,Mar
2023-03-12,Man United,Southampton,0,0,D,0,0,D,A Taylor,10,17,4,4,12,9,7,8,2,0,0,0,0,0,0,-7,0,-1,2,0,3,3,Mar
2023-03-12,West Ham,Aston Villa,1,1,D,1,1,D,C Kavanagh,17,12,6,4,8,6,13,2,1,0,0,0,0,0,2,5,2,11,1,0,2,3,Mar
2023-03-12,Newcastle,Wolves,2,1,H,1,0,H,A Madley,19,7,8,4,11,10,10,3,1,2,0,0,1,1,3,12,4,7,-1,0,1,3,Mar
2023-03-15,Brighton,Crystal Palace,1,0,H,1,0,H,P Bankes,11,11,5,3,13,20,1,4,1,2,0,0,1,1,1,0,2,-3,-1,0,-7,3,Mar
2023-03-15,Southampton,Brentford,0,2,A,0,1,A,M Salisbury,7,11,1,5,14,10,3,3,1,2,0,0,-1,-2,2,-4,-4,0,-1,0,4,3,Mar
2023-03-17,Nott'm Forest,Newcastle,1,2,A,1,1,D,P Tierney,5,15,3,4,17,9,3,7,5,1,0,0,-1,-1,3,-10,-1,-4,4,0,8,3,Mar
2023-03-18,Aston Villa,Bournemouth,3,0,H,1,0,H,R Jones,20,10,9,3,8,13,9,6,1,4,0,0,1,3,3,10,6,3,-3,0,-5,3,Mar
2023-03-18,Brentford,Leicester,1,1,D,1,0,H,D Bond,11,14,2,1,10,11,8,4,1,2,1,0,0,0,2,-3,1,4,-1,1,-1,3,Mar
2023-03-18,Southampton,Tottenham,3,3,D,0,1,A,S Hooper,19,17,7,3,13,8,10,3,1,1,0,0,0,0,6,2,4,7,0,0,5,3,Mar
2023-03-18,Wolves,Leeds,2,4,A,0,1,A,M Salisbury,23,11,8,4,15,9,5,4,3,5,1,0,-1,-2,6,12,4,1,-2,1,6,3,Mar
2023-03-18,Chelsea,Everton,2,2,D,0,0,D,D England,20,12,7,3,8,12,8,2,2,2,0,0,0,0,4,8,4,6,0,0,-4,3,Mar
2023-03-19,Arsenal,Crystal Palace,4,1,H,2,0,H,S Attwell,15,8,5,4,8,10,5,4,0,1,0,0,1,3,5,7,1,1,-1,0,-2,3,Mar
2023-04-01,Man City,Liverpool,4,1,H,1,1,D,S Hooper,17,4,8,1,9,12,7,1,1,1,0,0,1,3,5,13,7,6,0,0,-3,4,Apr
2023-04-01,Arsenal,Leeds,4,1,H,1,0,H,D England,13,7,6,5,11,13,4,3,0,2,0,0,1,3,5,6,1,1,-2,0,-2,4,Apr
2023-04-01,Bournemouth,Fulham,2,1,H,0,1,A,P Bankes,12,10,7,2,15,13,4,3,1,4,0,0,1,1,3,2,5,1,-3,0,2,4,Apr
2023-04-01,Brighton,Brentford,3,3,D,2,2,D,M Oliver,33,7,15,5,16,10,14,0,2,1,0,0,0,0,6,26,10,14,1,0,6,4,Apr
2023-04-01,Crystal Palace,Leicester,2,1,H,0,0,D,T Robinson,31,3,9,2,12,16,10,1,3,4,0,0,1,1,3,28,7,9,-1,0,-4,4,Apr
2023-04-01,Nott'm Forest,Wolves,1,1,D,1,0,H,C Kavanagh,17,8,7,1,14,13,4,3,3,5,0,0,0,0,2,9,6,1,-2,0,1,4,Apr
2023-04-01,Chelsea,Aston Villa,0,2,A,0,1,A,A Madley,27,5,8,2,14,16,13,2,3,3,0,0,-1,-2,2,22,6,11,0,0,-2,4,Apr
2023-04-02,West Ham,Southampton,1,0,H,1,0,H,P Tierney,12,9,2,3,10,11,5,3,0,2,0,0,1,1,1,3,-1,2,-2,0,-1,4,Apr
2023-04-02,Newcastle,Man United,2,0,H,0,0,D,S Attwell,22,6,6,1,8,12,7,4,0,0,0,0,1,2,2,16,5,3,0,0,-4,4,Apr
2023-04-03,Everton,Tottenham,1,1,D,0,0,D,D Coote,15,8,6,2,10,14,3,3,0,3,1,1,0,0,2,7,4,0,-3,0,-4,4,Apr
2023-04-04,Bournemouth,Brighton,0,2,A,0,1,A,D Bond,14,16,3,6,11,5,5,5,1,1,0,0,-1,-2,2,-2,-3,0,0,0,6,4,Apr
2023-04-04,Leeds,Nott'm Forest,2,1,H,2,1,H,R Jones,21,13,6,1,11,13,11,4,1,4,0,0,1,1,3,8,5,7,-3,0,-2,4,Apr
2023-04-04,Leicester,Aston Villa,1,2,A,1,1,D,G Scott,9,15,4,5,10,14,4,8,2,0,1,0,-1,-1,3,-6,-1,-4,2,1,-4,4,Apr
2023-04-04,Chelsea,Liverpool,0,0,D,0,0,D,A Taylor,12,7,3,4,6,17,3,5,1,4,0,0,0,0,0,5,-1,-2,-3,0,-11,4,Apr
2023-04-05,Man United,Brentford,1,0,H,1,0,H,J Brooks,18,6,3,1,8,13,12,3,3,2,0,0,1,1,1,12,2,9,1,0,-5,4,Apr
2023-04-05,West Ham,Newcastle,1,5,A,1,2,A,C Pawson,7,15,2,8,11,12,7,6,2,1,0,0,-1,-4,6,-8,-6,1,1,0,-1,4,Apr
2023-04-08,Man United,Everton,2,0,H,1,0,H,M Oliver,29,15,11,1,10,9,10,4,0,0,0,0,1,2,2,14,10,6,0,0,1,4,Apr
2023-04-08,Aston Villa,Nott'm Forest,2,0,H,0,0,D,A Taylor,8,6,3,2,7,17,1,8,3,4,0,0,1,2,2,2,1,-7,-1,0,-10,4,Apr
2023-04-08,Brentford,Newcastle,1,2,A,1,0,H,C Kavanagh,12,10,6,4,10,15,6,5,0,0,0,0,-1,-1,3,2,2,1,0,0,-5,4,Apr
2023-04-08,Fulham,West Ham,0,1,A,0,1,A,J Gillett,16,9,3,5,10,12,11,4,1,1,0,0,-1,-1,1,7,-2,7,0,0,-2,4,Apr
2023-04-08,Leicester,Bournemouth,0,1,A,0,1,A,D Coote,14,19,4,7,10,13,6,6,0,3,0,0,-1,-1,1,-5,-3,0,-3,0,-3,4,Apr
2023-04-08,Tottenham,Brighton,2,1,H,1,1,D,S Attwell,9,17,3,4,15,15,3,7,3,1,0,0,1,1,3,-8,-1,-4,2,0,0,4,Apr
2023-04-08,Wolves,Chelsea,1,0,H,1,0,H,P Bankes,9,13,4,1,14,10,8,8,2,5,0,0,1,1,1,-4,3,0,-3,0,4,4,Apr
2023-04-08,Southampton,Man City,1,4,A,0,1,A,R Jones,4,13,1,8,6,10,0,10,0,2,0,0,-1,-3,5,-9,-7,-10,-2,0,-4,4,Apr
2023-04-09,Leeds,Crystal Palace,1,5,A,1,1,D,S Hooper,11,16,7,8,11,8,2,4,3,1,0,0,-1,-4,6,-5,-1,-2,2,0,3,4,Apr
2023-04-09,Liverpool,Arsenal,2,2,D,1,2,A,P Tierney,21,9,6,5,11,11,5,4,4,4,0,0,0,0,4,12,1,1,0,0,0,4,Apr
2023-04-15,Aston Villa,Newcastle,3,0,H,1,0,H,J Brooks,16,8,6,2,13,15,7,2,1,1,0,0,1,3,3,8,4,5,0,0,-2,4,Apr
2023-04-15,Chelsea,Brighton,1,2,A,1,1,D,R Jones,8,26,2,10,11,11,2,8,2,2,0,0,-1,-1,3,-18,-8,-6,0,0,0,4,Apr
2023-04-15,Everton,Fulham,1,3,A,1,1,D,A Taylor,15,21,7,7,10,6,4,8,3,2,0,0,-1,-2,4,-6,0,-4,1,0,4,4,Apr
2023-04-15,Southampton,Crystal Palace,0,2,A,0,0,D,M Oliver,11,9,4,2,6,13,6,2,3,1,0,0,-1,-2,2,2,2,4,2,0,-7,4,Apr
2023-04-15,Tottenham,Bournemouth,2,3,A,1,1,D,A Madley,24,6,8,6,8,9,8,1,1,2,0,0,-1,-1,5,18,2,7,-1,0,-1,4,Apr
2023-04-15,Wolves,Brentford,2,0,H,1,0,H,P Tierney,11,10,9,3,12,8,5,2,1,1,0,0,1,2,2,1,6,3,0,0,4,4,Apr
2023-04-15,Man City,Leicester,3,1,H,3,0,H,D England,12,10,4,4,8,8,6,2,1,1,0,0,1,2,4,2,0,4,0,0,0,4,Apr
2023-04-16,West Ham,Arsenal,2,2,D,1,2,A,D Coote,16,11,3,5,11,8,7,2,1,2,0,0,0,0,4,5,-2,5,-1,0,3,4,Apr
2023-04-16,Nott'm Forest,Man United,0,2,A,0,1,A,S Hooper,6,22,0,8,9,9,4,9,2,2,0,0,-1,-2,2,-16,-8,-5,0,0,0,4,Apr
2023-04-17,Leeds,Liverpool,1,6,A,0,2,A,C Pawson,13,13,3,7,6,12,4,2,0,1,0,0,-1,-5,7,0,-4,2,-1,0,-6,4,Apr
2023-04-21,Arsenal,Southampton,3,3,D,1,2,A,S Hooper,25,8,6,6,10,14,7,2,1,5,0,0,0,0,6,17,0,5,-4,0,-4,4,Apr
2023-04-22,Fulham,Leeds,2,1,H,0,0,D,P Bankes,12,10,5,2,10,15,8,6,1,4,0,0,1,1,3,2,3,2,-3,0,-5,4,Apr
2023-04-22,Brentford,Aston Villa,1,1,D,0,0,D,M Salisbury,6,14,5,2,12,8,8,4,3,2,0,0,0,0,2,-8,3,4,1,0,4,4,Apr
2023-04-22,Crystal Palace,Everton,0,0,D,0,0,D,J Brooks,12,10,2,5,12,14,8,1,1,1,0,1,0,0,0,2,-3,7,0,-1,-2,4,Apr
2023-04-22,Leicester,Wolves,2,1,H,1,1,D,A Madley,15,16,8,3,17,16,1,7,1,3,0,0,1,1,3,-1,5,-6,-2,0,1,4,Apr
2023-04-22,Liverpool,Nott'm Forest,3,2,H,0,0,D,M Oliver,18,11,6,5,9,12,9,3,0,1,0,0,1,1,5,7,1,6,-1,0,-3,4,Apr
2023-04-23,Bournemouth,West Ham,0,4,A,0,3,A,A Taylor,17,18,5,10,7,8,8,5,1,2,0,0,-1,-4,4,-1,-5,3,-1,0,-1,4,Apr
2023-04-23,Newcastle,Tottenham,6,1,H,5,0,H,D Coote,25,11,8,3,7,13,9,3,0,3,0,0,1,5,7,14,5,6,-3,0,-6,4,Apr
